dataset_id,x_real,y_real
dataset_0,0.0,0.5678089206614846
dataset_0,0.01802352951672717,0.5151461935617524
dataset_0,0.03604705903345434,0.4440645408096944
dataset_0,0.054070588550181514,0.4213927769970002
dataset_0,0.07209411806690869,0.3493134291916114
dataset_0,0.09011764758363586,0.2574187605235763
dataset_0,0.10814117710036303,0.23604111577770776
dataset_0,0.1261647066170902,0.14207731452347686
dataset_0,0.14418823613381737,0.13586523668781555
dataset_0,0.16221176565054454,0.0513271367985168
dataset_0,0.18023529516727171,-0.011752088277359962
dataset_0,0.19825882468399889,-0.0856434816372966
dataset_0,0.21628235420072606,-0.0929300689064129
dataset_0,0.23430588371745323,-0.19266535886485928
dataset_0,0.2523294132341804,-0.26195778372045253
dataset_0,0.2703529427509076,-0.32183312594680796
dataset_0,0.28837647226763474,-0.35937497544501545
dataset_0,0.3064000017843619,-0.4266010535326323
dataset_0,0.3244235313010891,-0.4879800476073985
dataset_0,0.3424470608178163,-0.5502505749469974
dataset_0,0.36047059033454343,-0.56509263974849
dataset_0,0.37849411985127057,-0.6991645560861974
dataset_0,0.39651764936799777,-0.7646523747203837
dataset_0,0.41454117888472497,-0.8353802415339343
dataset_0,0.4325647084014521,-0.8572843316651484
dataset_0,0.45058823791817926,-0.9044725764197228
dataset_0,0.46861176743490646,-1.0003766191395302
dataset_0,0.48663529695163366,-1.0812509188535555
dataset_0,0.5046588264683608,-1.1407108348100503
dataset_0,0.5226823559850879,-1.1585793746116975
dataset_0,0.5407058855018152,-1.2143965056901787
dataset_0,0.5587294150185423,-1.2775615316418556
dataset_0,0.5767529445352695,-1.3680554196645125
dataset_0,0.5947764740519966,-1.3985415161935169
dataset_0,0.6128000035687238,-1.456343326602932
dataset_0,0.630823533085451,-1.5069155687370361
dataset_0,0.6488470626021782,-1.5408544877538053
dataset_0,0.6668705921189053,-1.609959528258898
dataset_0,0.6848941216356326,-1.6468250558804371
dataset_0,0.7029176511523597,-1.7121765175089545
dataset_0,0.7209411806690869,-1.752737030233273
dataset_0,0.738964710185814,-1.7884015302896576
dataset_0,0.7569882397025411,-1.8905871165346653
dataset_0,0.7750117692192684,-1.9007682427780137
dataset_0,0.7930352987359955,-1.9453567995920358
dataset_0,0.8110588282527227,-1.9887115839211453
dataset_0,0.8290823577694499,-2.015374153726715
dataset_0,0.8471058872861771,-2.0008095561910073
dataset_0,0.8651294168029042,-2.1001008289130905
dataset_0,0.8831529463196314,-2.0799569882887745
dataset_0,0.9011764758363585,-2.1835165582915326
dataset_0,0.9192000053530858,-2.173048708440908
dataset_0,0.9372235348698129,-2.1843793181048925
dataset_0,0.9552470643865401,-2.1957315671747275
dataset_0,0.9732705939032673,-2.2133599447202394
dataset_0,0.9912941234199945,-2.2300775875599816
dataset_0,1.0093176529367216,-2.2789554194195776
dataset_0,1.0273411824534489,-2.2968635035043308
dataset_0,1.0453647119701759,-2.2724227705927125
dataset_0,1.0633882414869031,-2.312175862439179
dataset_0,1.0814117710036304,-2.350707513160208
dataset_0,1.0994353005203574,-2.3526552442523307
dataset_0,1.1174588300370847,-2.35037907495333
dataset_0,1.1354823595538117,-2.312179273574732
dataset_0,1.153505889070539,-2.3213754103018864
dataset_0,1.1715294185872662,-2.3030511437121945
dataset_0,1.1895529481039933,-2.3291704535885205
dataset_0,1.2075764776207205,-2.305346691606852
dataset_0,1.2256000071374475,-2.2826409488406028
dataset_0,1.2436235366541748,-2.2970160521850085
dataset_0,1.261647066170902,-2.2615536982108484
dataset_0,1.279670595687629,-2.2767315784658564
dataset_0,1.2976941252043563,-2.2500519934077277
dataset_0,1.3157176547210836,-2.230148430618201
dataset_0,1.3337411842378106,-2.230434141822168
dataset_0,1.3517647137545379,-2.158701408938929
dataset_0,1.3697882432712651,-2.158871340215986
dataset_0,1.3878117727879922,-2.1167457217497625
dataset_0,1.4058353023047194,-2.07303667882899
dataset_0,1.4238588318214465,-2.041477396350992
dataset_0,1.4418823613381737,-2.000942155523313
dataset_0,1.459905890854901,-1.9860956351272694
dataset_0,1.477929420371628,-1.9571516760178032
dataset_0,1.4959529498883553,-1.9077333125162557
dataset_0,1.5139764794050823,-1.911279647851908
dataset_0,1.5320000089218095,-1.8614113740393399
dataset_0,1.5500235384385368,-1.8131953106181216
dataset_0,1.5680470679552638,-1.7578111824111868
dataset_0,1.586070597471991,-1.670929082020718
dataset_0,1.6040941269887183,-1.6583350488338118
dataset_0,1.6221176565054454,-1.59304541516848
dataset_0,1.6401411860221726,-1.4942442721894107
dataset_0,1.6581647155388999,-1.487588946153783
dataset_0,1.676188245055627,-1.4027520630167005
dataset_0,1.6942117745723542,-1.3942842358316818
dataset_0,1.7122353040890812,-1.3175771039631967
dataset_0,1.7302588336058085,-1.2811796087466574
dataset_0,1.7482823631225357,-1.2059268016008013
dataset_0,1.7663058926392627,-1.1139463178837408
dataset_0,1.78432942215599,-1.1262080943925126
dataset_0,1.802352951672717,-1.0053189141221326
dataset_0,1.8203764811894443,-0.9499227780267777
dataset_0,1.8384000107061715,-0.9118192958515773
dataset_0,1.8564235402228986,-0.8738514803447608
dataset_0,1.8744470697396258,-0.7691370917517618
dataset_0,1.892470599256353,-0.7235411669652724
dataset_0,1.9104941287730801,-0.6395478352199788
dataset_0,1.9285176582898074,-0.582702093314906
dataset_0,1.9465411878065346,-0.4756555569973943
dataset_0,1.9645647173232617,-0.46449856975988113
dataset_0,1.982588246839989,-0.42385558051412897
dataset_0,2.000611776356716,-0.32775333774746496
dataset_0,2.018635305873443,-0.2644902028778048
dataset_0,2.0366588353901705,-0.17081497881694402
dataset_0,2.0546823649068977,-0.12417679484178362
dataset_0,2.0727058944236245,-0.07677167510191112
dataset_0,2.0907294239403518,0.0144348900931981
dataset_0,2.108752953457079,-0.0003242408653802431
dataset_0,2.1267764829738063,0.07385141968054616
dataset_0,2.1448000124905335,0.12379185785710409
dataset_0,2.162823542007261,0.19591354596288724
dataset_0,2.1808470715239876,0.22438576172509633
dataset_0,2.198870601040715,0.33583353808966815
dataset_0,2.216894130557442,0.36579496952086876
dataset_0,2.2349176600741694,0.38362428169395385
dataset_0,2.2529411895908966,0.44794782516453097
dataset_0,2.2709647191076234,0.5354493138560243
dataset_0,2.2889882486243507,0.5990457848964793
dataset_0,2.307011778141078,0.6789750114008737
dataset_0,2.325035307657805,0.7506506336452188
dataset_0,2.3430588371745324,0.7250625375587443
dataset_0,2.3610823666912593,0.7285628845099201
dataset_0,2.3791058962079865,0.7377309519656916
dataset_0,2.3971294257247138,0.8444286222464856
dataset_0,2.415152955241441,0.8518627949749779
dataset_0,2.4331764847581683,0.8989045893289425
dataset_0,2.451200014274895,0.9274450757126047
dataset_0,2.4692235437916223,0.9728071416619611
dataset_0,2.4872470733083496,1.0368390412872797
dataset_0,2.505270602825077,1.03962595504165
dataset_0,2.523294132341804,1.057024717276589
dataset_0,2.5413176618585314,1.0566560759792338
dataset_0,2.559341191375258,1.0608829681765624
dataset_0,2.5773647208919854,1.1142056392751414
dataset_0,2.5953882504087127,1.1442278506267478
dataset_0,2.61341177992544,1.2110211747696078
dataset_0,2.631435309442167,1.1787313589691504
dataset_0,2.649458838958894,1.2140187874208204
dataset_0,2.6674823684756213,1.1817052286576286
dataset_0,2.6855058979923485,1.1694922471563727
dataset_0,2.7035294275090758,1.1804271783325295
dataset_0,2.721552957025803,1.1896988109615687
dataset_0,2.7395764865425303,1.2699687294630357
dataset_0,2.757600016059257,1.1854205797228232
dataset_0,2.7756235455759843,1.2277894866420624
dataset_0,2.7936470750927116,1.172648302746821
dataset_0,2.811670604609439,1.2154745971420446
dataset_0,2.829694134126166,1.1893901224082464
dataset_0,2.847717663642893,1.161257644452158
dataset_0,2.86574119315962,1.149371642008134
dataset_0,2.8837647226763474,1.1148835601815694
dataset_0,2.9017882521930747,1.1263069285855096
dataset_0,2.919811781709802,1.0795384296200354
dataset_0,2.9378353112265287,1.0343438880116702
dataset_0,2.955858840743256,1.0072221344555181
dataset_0,2.9738823702599833,1.0201854943510922
dataset_0,2.9919058997767105,1.0299323494359862
dataset_0,3.0099294292934378,0.9585728824001469
dataset_0,3.0279529588101646,0.917258194267009
dataset_0,3.045976488326892,0.893216958246242
dataset_0,3.064000017843619,0.8846059943513512
dataset_0,3.0820235473603463,0.8151999914982822
dataset_0,3.1000470768770736,0.7568545586919272
dataset_0,3.118070606393801,0.7570011482017678
dataset_0,3.1360941359105277,0.6940424563749203
dataset_0,3.154117665427255,0.6795151938025328
dataset_0,3.172141194943982,0.5945777704381715
dataset_0,3.1901647244607094,0.5066481084787734
dataset_0,3.2081882539774367,0.45274517004146814
dataset_0,3.2262117834941635,0.486126536424826
dataset_0,3.2442353130108907,0.4357068960007215
dataset_0,3.262258842527618,0.32873930475069013
dataset_0,3.2802823720443453,0.2682604415210904
dataset_0,3.2983059015610725,0.2641106604641147
dataset_0,3.3163294310777998,0.13534079526923265
dataset_0,3.3343529605945266,0.08356356844171722
dataset_0,3.352376490111254,0.06808723029719783
dataset_0,3.370400019627981,-0.020322806928006434
dataset_0,3.3884235491447083,-0.06943471946491057
dataset_0,3.4064470786614356,-0.1345094770793614
dataset_0,3.4244706081781624,-0.1816520029814203
dataset_0,3.4424941376948897,-0.21331913062002342
dataset_0,3.460517667211617,-0.31223821743460833
dataset_0,3.478541196728344,-0.3590678103871211
dataset_0,3.4965647262450714,-0.49710437376754313
dataset_0,3.5145882557617982,-0.5037415993300849
dataset_0,3.5326117852785255,-0.5887789292825716
dataset_0,3.5506353147952527,-0.6620705425209787
dataset_0,3.56865884431198,-0.7152079165031986
dataset_0,3.5866823738287072,-0.7624804577743612
dataset_0,3.604705903345434,-0.789727992928099
dataset_0,3.6227294328621613,-0.9144897493330311
dataset_0,3.6407529623788886,-0.938012222367887
dataset_0,3.658776491895616,-1.0134943423265692
dataset_0,3.676800021412343,-1.0696124484592173
dataset_0,3.6948235509290703,-1.0922086650129854
dataset_0,3.712847080445797,-1.1643855742739921
dataset_0,3.7308706099625244,-1.2003694198159536
dataset_0,3.7488941394792517,-1.2996846152472414
dataset_0,3.766917668995979,-1.3714423145157626
dataset_0,3.784941198512706,-1.4138046976022478
dataset_0,3.802964728029433,-1.4552563925920028
dataset_0,3.8209882575461602,-1.510480226218246
dataset_0,3.8390117870628875,-1.5979763917875625
dataset_0,3.8570353165796147,-1.6159585066415576
dataset_0,3.875058846096342,-1.6616594231556232
dataset_0,3.8930823756130692,-1.6456853388539687
dataset_0,3.911105905129796,-1.710332689517006
dataset_0,3.9291294346465233,-1.831997965027614
dataset_0,3.9471529641632506,-1.859749690159122
dataset_0,3.965176493679978,-1.9346709319116604
dataset_0,3.983200023196705,-1.9505103147226839
dataset_0,4.001223552713432,-1.9636742230345177
dataset_0,4.01924708223016,-1.975504751904956
dataset_0,4.037270611746886,-2.0646543470421976
dataset_0,4.055294141263613,-2.095622612583291
dataset_0,4.073317670780341,-2.1686058326391264
dataset_0,4.091341200297068,-2.1422031611630685
dataset_0,4.109364729813795,-2.1946158508655587
dataset_0,4.127388259330522,-2.204864297762328
dataset_0,4.145411788847249,-2.2377198226429855
dataset_0,4.163435318363977,-2.236830595349706
dataset_0,4.1814588478807035,-2.3023556453216485
dataset_0,4.199482377397431,-2.310997224827395
dataset_0,4.217505906914158,-2.2248724242871436
dataset_0,4.235529436430885,-2.333042092969617
dataset_0,4.253552965947613,-2.3379590602792097
dataset_0,4.271576495464339,-2.2638225853168903
dataset_0,4.289600024981067,-2.2397346743700446
dataset_0,4.307623554497794,-2.3575573678628388
dataset_0,4.325647084014522,-2.3364386633243917
dataset_0,4.343670613531248,-2.315710600472092
dataset_0,4.361694143047975,-2.2737785204682233
dataset_0,4.379717672564703,-2.3445610494409985
dataset_0,4.39774120208143,-2.316272895742815
dataset_0,4.415764731598157,-2.277903298376207
dataset_0,4.433788261114884,-2.2755841722011976
dataset_0,4.451811790631611,-2.284205278713907
dataset_0,4.469835320148339,-2.2611559344545222
dataset_0,4.4878588496650655,-2.2775223111195753
dataset_0,4.505882379181793,-2.2251543765457007
dataset_0,4.52390590869852,-2.2033291527717527
dataset_0,4.541929438215247,-2.1646812398963178
dataset_0,4.559952967731975,-2.1600288538573094
dataset_0,4.577976497248701,-2.102546123625375
dataset_0,4.596000026765429,-2.0567061912270694
dataset_0,4.614023556282156,-2.0481195316672443
dataset_0,4.632047085798883,-2.008131226608091
dataset_0,4.65007061531561,-1.9801678265447638
dataset_0,4.668094144832337,-1.9435308670898293
dataset_0,4.686117674349065,-1.9238773640334412
dataset_0,4.704141203865792,-1.8532286398403954
dataset_0,4.7221647333825185,-1.8216094541750214
dataset_0,4.740188262899246,-1.7154417354026847
dataset_0,4.758211792415973,-1.6836701184356433
dataset_0,4.776235321932701,-1.6691294274116073
dataset_0,4.7942588514494275,-1.6520926419488298
dataset_0,4.812282380966154,-1.611303610659842
dataset_0,4.830305910482882,-1.4949034233209688
dataset_0,4.848329439999609,-1.4678243019719956
dataset_0,4.866352969516337,-1.4074889807537845
dataset_0,4.884376499033063,-1.414482752430232
dataset_0,4.90240002854979,-1.2832735096793866
dataset_0,4.920423558066518,-1.2392267374479782
dataset_0,4.938447087583245,-1.2248930993371618
dataset_0,4.956470617099972,-1.148018541498176
dataset_0,4.974494146616699,-1.0677177250229404
dataset_0,4.992517676133427,-1.0132812113400718
dataset_0,5.010541205650154,-0.9620055979480481
dataset_0,5.0285647351668805,-0.8952895665494272
dataset_0,5.046588264683608,-0.8375977982014208
dataset_0,5.064611794200335,-0.7640688940772309
dataset_0,5.082635323717063,-0.6646575855514902
dataset_0,5.1006588532337895,-0.7151405733997802
dataset_0,5.118682382750516,-0.5871147508114131
dataset_0,5.136705912267244,-0.5127504340764448
dataset_0,5.154729441783971,-0.4466699197896156
dataset_0,5.1727529713006986,-0.4027781627335286
dataset_0,5.190776500817425,-0.37917923258111597
dataset_0,5.208800030334152,-0.2586673118071848
dataset_0,5.22682355985088,-0.15772167268581355
dataset_0,5.244847089367607,-0.18778722350306679
dataset_0,5.262870618884334,-0.05983684575788392
dataset_0,5.280894148401061,-0.03306036249302873
dataset_0,5.298917677917788,0.0339330230986944
dataset_0,5.316941207434516,0.06491311301124944
dataset_0,5.3349647369512425,0.1429778270603692
dataset_0,5.35298826646797,0.2458110447371057
dataset_0,5.371011795984697,0.28178784860801015
dataset_0,5.389035325501424,0.3690328821626327
dataset_0,5.4070588550181515,0.4074167770281483
dataset_0,5.425082384534878,0.43948668651385037
dataset_0,5.443105914051606,0.5275552391605259
dataset_0,5.461129443568333,0.5412027225252213
dataset_0,5.4791529730850606,0.6009366008440319
dataset_0,5.497176502601787,0.6168360591186981
dataset_0,5.515200032118514,0.6729221105157444
dataset_0,5.533223561635242,0.6958831652336298
dataset_0,5.551247091151969,0.7859043194578195
dataset_0,5.569270620668696,0.7662698868862095
dataset_0,5.587294150185423,0.8605875315038658
dataset_0,5.60531767970215,0.8709570624344992
dataset_0,5.623341209218878,0.9449319148349653
dataset_0,5.6413647387356045,0.9671224503678848
dataset_0,5.659388268252332,1.0291644493242815
dataset_0,5.677411797769059,1.0287666276224174
dataset_0,5.695435327285786,0.9924133546509109
dataset_0,5.7134588568025135,1.0607303132179802
dataset_0,5.73148238631924,1.0538802497718955
dataset_0,5.749505915835968,1.0942300468309176
dataset_0,5.767529445352695,1.1710220008637473
dataset_0,5.785552974869422,1.1643533779511628
dataset_0,5.803576504386149,1.1425715344107006
dataset_0,5.821600033902876,1.1472441588710998
dataset_0,5.839623563419604,1.1878685408551946
dataset_0,5.857647092936331,1.161974383586275
dataset_0,5.8756706224530575,1.1841502624324214
dataset_0,5.893694151969785,1.2163696325825304
dataset_0,5.911717681486512,1.2424455252368356
dataset_0,5.92974121100324,1.2273553879137187
dataset_0,5.9477647405199665,1.1441019407121906
dataset_0,5.965788270036693,1.2125867000991224
dataset_0,5.983811799553421,1.199623000874246
dataset_0,6.001835329070148,1.2005325206757784
dataset_0,6.0198588585868755,1.2233462445577874
dataset_0,6.037882388103602,1.1072067884847743
dataset_0,6.055905917620329,1.133219308579647
dataset_0,6.073929447137057,1.1489511762477986
dataset_0,6.091952976653784,1.0685742078987803
dataset_0,6.109976506170511,1.1326130569288329
dataset_0,6.128000035687238,1.0778848979983804
dataset_0,6.146023565203966,1.0655351460472482
dataset_0,6.164047094720693,0.9980584171856371
dataset_0,6.1820706242374195,1.007105957598235
dataset_0,6.200094153754147,0.9825519961752387
dataset_0,6.218117683270874,0.9255486412442646
dataset_0,6.236141212787602,0.890135695586443
dataset_0,6.2541647423043285,0.8538699499578295
dataset_0,6.272188271821055,0.7830663949581128
dataset_0,6.290211801337783,0.7623566635125054
dataset_0,6.30823533085451,0.7197836296878648
dataset_0,6.3262588603712375,0.6907484431850067
dataset_0,6.344282389887964,0.6624084310979594
dataset_0,6.362305919404691,0.5576300238553701
dataset_0,6.380329448921419,0.5352270791629472
dataset_0,6.398352978438146,0.5302944137904192
dataset_0,6.416376507954873,0.4167009597854504
dataset_0,6.4344000374716,0.36198454796543855
dataset_0,6.452423566988327,0.3369866820203804
dataset_0,6.470447096505055,0.3001526583391057
dataset_0,6.4884706260217815,0.22094301534028285
dataset_0,6.506494155538509,0.20099904932644466
dataset_0,6.524517685055236,0.13000615244601402
dataset_0,6.542541214571963,0.07098485901779611
dataset_0,6.5605647440886905,0.003559950718902921
dataset_0,6.578588273605417,-0.006806549674314877
dataset_0,6.596611803122145,-0.13842980067176666
dataset_0,6.614635332638872,-0.25001295186091155
dataset_0,6.6326588621555995,-0.21059960561688357
dataset_0,6.650682391672326,-0.3304073106572268
dataset_0,6.668705921189053,-0.3769063714108744
dataset_0,6.686729450705781,-0.4058093502521021
dataset_0,6.704752980222508,-0.5500986762873604
dataset_0,6.722776509739235,-0.6030561403152473
dataset_0,6.740800039255962,-0.6756184102650944
dataset_0,6.758823568772689,-0.715681260154982
dataset_0,6.776847098289417,-0.7436209023251406
dataset_0,6.7948706278061435,-0.8035067503431861
dataset_0,6.812894157322871,-0.872378525979658
dataset_0,6.830917686839598,-0.9812177996837836
dataset_0,6.848941216356325,-1.0673933383042093
dataset_0,6.8669647458730525,-1.0616274875710945
dataset_0,6.884988275389779,-1.136205661572785
dataset_0,6.903011804906507,-1.1692447196591493
dataset_0,6.921035334423234,-1.2207880432451677
dataset_0,6.939058863939961,-1.2940591157331596
dataset_0,6.957082393456688,-1.3331819790000008
dataset_0,6.975105922973415,-1.4035971312145668
dataset_0,6.993129452490143,-1.4496354427677178
dataset_0,7.01115298200687,-1.5375510547197857
dataset_0,7.0291765115235965,-1.5749549211953848
dataset_0,7.047200041040324,-1.6152480843296844
dataset_0,7.065223570557051,-1.6472712445540183
dataset_0,7.083247100073779,-1.7293850294061333
dataset_0,7.1012706295905055,-1.7503859614810735
dataset_0,7.119294159107232,-1.8175449882349326
dataset_0,7.13731768862396,-1.8569224493307117
dataset_0,7.155341218140687,-1.872288641013705
dataset_0,7.1733647476574145,-1.991576615184766
dataset_0,7.191388277174141,-2.0105365316974533
dataset_0,7.209411806690868,-2.0524289551237653
dataset_0,7.227435336207596,-2.111139952927815
dataset_0,7.245458865724323,-2.0977466051078326
dataset_0,7.26348239524105,-2.0888137470165815
dataset_0,7.281505924757777,-2.146898873442622
dataset_0,7.299529454274505,-2.1604916277358823
dataset_0,7.317552983791232,-2.1606056238865894
dataset_0,7.3355765133079585,-2.1769535629170442
dataset_0,7.353600042824686,-2.2370269286486892
dataset_0,7.371623572341413,-2.21599501417664
dataset_0,7.389647101858141,-2.268023516838757
dataset_0,7.4076706313748675,-2.3085935502705595
dataset_0,7.425694160891594,-2.314137346791902
dataset_0,7.443717690408322,-2.3491212575581244
dataset_0,7.461741219925049,-2.340477380691779
dataset_0,7.4797647494417765,-2.331362558188881
dataset_0,7.497788278958503,-2.302333287175732
dataset_0,7.51581180847523,-2.2779239003926888
dataset_0,7.533835337991958,-2.363911203811032
dataset_0,7.551858867508685,-2.3110123203231914
dataset_0,7.569882397025412,-2.3457736208988655
dataset_0,7.587905926542139,-2.295711059142131
dataset_0,7.605929456058866,-2.302862335789469
dataset_0,7.623952985575594,-2.3384682748715537
dataset_0,7.6419765150923205,-2.2469726898009923
dataset_0,7.660000044609048,-2.2735712078465093
dataset_0,7.678023574125775,-2.25308025273829
dataset_0,7.696047103642502,-2.247475105906142
dataset_0,7.7140706331592295,-2.2131260315897796
dataset_0,7.732094162675956,-2.1580353202680445
dataset_0,7.750117692192684,-2.148519093472659
dataset_0,7.768141221709411,-2.1052055983920184
dataset_0,7.7861647512261385,-2.0735074037102494
dataset_0,7.804188280742865,-2.0139579854082976
dataset_0,7.822211810259592,-2.025988012303471
dataset_0,7.84023533977632,-2.021348630023148
dataset_0,7.858258869293047,-1.91187140887296
dataset_0,7.876282398809774,-1.9111085543820818
dataset_0,7.894305928326501,-1.8289533466387444
dataset_0,7.912329457843228,-1.806154250621302
dataset_0,7.930352987359956,-1.7756969689846858
dataset_0,7.9483765168766825,-1.715849695652367
dataset_0,7.96640004639341,-1.6230878876904846
dataset_0,7.984423575910137,-1.5702725873753116
dataset_0,8.002447105426864,-1.575880436356574
dataset_0,8.02047063494359,-1.5214146028129347
dataset_0,8.03849416446032,-1.442608920570974
